order_item_id,order_id,product_id,quantity,unit_price,total_price
239,76,11,3,397.22,1191.66
240,76,13,1,487.94,487.94
241,76,39,1,389.87,389.87
242,77,2,3,548.21,1644.63
243,77,32,3,394.75,1184.25
244,78,22,1,564.25,564.25
245,79,26,3,596.28,1788.84
246,80,27,2,213.73,427.46
247,80,45,2,964.19,1928.38
248,80,9,2,515.57,1031.14
249,80,12,1,693.53,693.53
250,81,23,1,799.78,799.78
251,81,46,2,415.04,830.08
252,81,17,2,443.78,887.56
253,82,12,2,693.53,1387.06
254,83,13,1,487.94,487.94
255,83,23,3,799.78,2399.34
256,83,41,1,559.36,559.36
257,83,22,2,564.25,1128.5
258,84,34,2,180.8,361.6
259,85,39,1,389.87,389.87
260,86,4,3,641.8,1925.3999999999999
261,86,24,1,644.07,644.07
262,86,11,1,397.22,397.22
263,86,34,1,180.8,180.8
264,86,1,2,511.55,1023.1
265,87,20,1,680.37,680.37
266,87,37,3,191.21,573.63
267,87,24,1,644.07,644.07
268,87,12,1,693.53,693.53
269,88,32,1,394.75,394.75
270,88,35,1,919.5,919.5
271,88,23,1,799.78,799.78
272,88,44,1,489.76,489.76
273,88,39,2,389.87,779.74
274,89,12,2,693.53,1387.06
275,89,46,1,415.04,415.04
276,89,33,1,354.45,354.45
277,89,29,1,195.09,195.09
278,89,40,1,696.5,696.5
279,90,8,2,114.89,229.78
280,90,19,1,32.36,32.36
281,90,23,3,799.78,2399.34
282,90,12,3,693.53,2080.59
283,90,34,1,180.8,180.8
284,91,32,1,394.75,394.75
285,92,10,3,690.79,2072.37
286,92,22,2,564.25,1128.5
287,92,43,3,63.08,189.24
288,92,25,2,740.01,1480.02
289,92,8,3,114.89,344.67
290,93,5,2,661.03,1322.06
291,93,16,2,525.9,1051.8
292,93,10,1,690.79,690.79
293,93,32,1,394.75,394.75
294,93,26,1,596.28,596.28
295,94,4,2,641.8,1283.6
296,94,43,3,63.08,189.24
297,94,49,3,282.1,846.3000000000001
298,95,34,1,180.8,180.8
299,96,34,3,180.8,542.4000000000001
300,96,37,3,191.21,573.63
301,96,35,3,919.5,2758.5
302,97,49,3,282.1,846.3000000000001
303,97,42,1,195.23,195.23
304,97,19,2,32.36,64.72
305,97,9,2,515.57,1031.14
306,98,19,3,32.36,97.08
307,98,28,2,581.57,1163.14
308,99,25,1,740.01,740.01
309,99,32,1,394.75,394.75
310,99,32,1,394.75,394.75
311,99,21,3,520.83,1562.4900000000002
312,100,40,2,696.5,1393.0
313,100,20,2,680.37,1360.74
314,100,50,2,782.93,1565.86
315,100,50,3,782.93,2348.79
316,101,34,1,180.8,180.8
317,102,6,2,53.85,107.7
318,102,38,3,394.58,1183.74
319,103,35,1,919.5,919.5
320,103,42,2,195.23,390.46
321,103,48,1,797.92,797.92
322,103,35,1,919.5,919.5
323,103,4,2,641.8,1283.6
324,104,13,2,487.94,975.88
325,104,35,1,919.5,919.5
326,104,44,2,489.76,979.52
327,104,48,3,797.92,2393.7599999999998
328,105,12,3,693.53,2080.59
329,105,24,3,644.07,1932.21
330,105,45,1,964.19,964.19
331,105,14,1,124.91,124.91
332,105,30,1,122.82,122.82
333,106,46,2,415.04,830.08
334,106,5,3,661.03,1983.09
335,107,32,1,394.75,394.75
336,107,37,3,191.21,573.63
337,108,1,1,511.55,511.55
338,108,25,1,740.01,740.01
339,108,45,1,964.19,964.19
340,108,19,1,32.36,32.36
341,108,16,3,525.9,1577.6999999999998
342,109,12,2,693.53,1387.06
343,109,15,2,354.85,709.7
344,109,26,1,596.28,596.28
345,110,10,3,690.79,2072.37
346,110,16,3,525.9,1577.6999999999998
347,111,28,3,581.57,1744.71
348,111,37,3,191.21,573.63
349,111,41,2,559.36,1118.72
350,112,42,3,195.23,585.6899999999999
351,112,18,2,76.5,153.0
352,113,27,2,213.73,427.46
353,114,18,1,76.5,76.5
354,114,50,2,782.93,1565.86
355,114,17,3,443.78,1331.34
356,114,1,3,511.55,1534.65
357,115,3,3,704.62,2113.86
358,115,50,2,782.93,1565.86
359,115,9,3,515.57,1546.71
360,115,45,1,964.19,964.19
361,116,41,1,559.36,559.36
362,117,11,2,397.22,794.44
363,118,12,3,693.53,2080.59
364,119,11,3,397.22,1191.66
365,119,17,3,443.78,1331.34
366,119,46,3,415.04,1245.1200000000001
367,120,19,3,32.36,97.08
368,120,19,2,32.36,64.72
369,120,37,2,191.21,382.42
370,120,7,1,967.14,967.14
371,121,13,1,487.94,487.94
372,121,36,2,320.05,640.1
373,121,13,1,487.94,487.94
374,121,34,1,180.8,180.8
375,122,31,1,532.44,532.44
376,122,8,1,114.89,114.89
377,122,3,2,704.62,1409.24
378,122,12,1,693.53,693.53
379,123,16,2,525.9,1051.8
380,124,24,2,644.07,1288.14
381,124,48,1,797.92,797.92
382,124,29,3,195.09,585.27
383,124,50,1,782.93,782.93
384,124,43,3,63.08,189.24
385,125,50,1,782.93,782.93
386,125,47,2,493.81,987.62
387,126,37,1,191.21,191.21
388,127,22,2,564.25,1128.5
389,127,12,2,693.53,1387.06
390,128,13,3,487.94,1463.82
391,128,4,2,641.8,1283.6
392,128,25,1,740.01,740.01
393,128,19,3,32.36,97.08
394,129,15,1,354.85,354.85
395,130,22,3,564.25,1692.75
396,130,47,2,493.81,987.62
397,131,29,1,195.09,195.09
398,132,39,3,389.87,1169.6100000000001
399,132,19,3,32.36,97.08
400,133,10,3,690.79,2072.37
401,133,21,1,520.83,520.83
402,134,44,1,489.76,489.76
403,135,34,3,180.8,542.4000000000001
404,135,2,3,548.21,1644.63
405,135,47,1,493.81,493.81
406,135,47,2,493.81,987.62
407,136,3,1,704.62,704.62
408,136,7,3,967.14,2901.42
409,136,15,1,354.85,354.85
410,137,1,3,511.55,1534.65
411,137,4,2,641.8,1283.6
412,137,50,3,782.93,2348.79
413,137,8,1,114.89,114.89
414,138,37,3,191.21,573.63
415,139,2,3,548.21,1644.63
416,140,37,3,191.21,573.63
417,140,25,2,740.01,1480.02
418,140,44,3,489.76,1469.28
419,140,25,2,740.01,1480.02
420,141,44,2,489.76,979.52
421,141,40,2,696.5,1393.0
422,142,41,2,559.36,1118.72
423,142,31,1,532.44,532.44
424,142,30,3,122.82,368.46
425,143,15,1,354.85,354.85
426,143,19,3,32.36,97.08
427,143,47,1,493.81,493.81
428,144,17,1,443.78,443.78
429,144,24,3,644.07,1932.21
430,144,2,2,548.21,1096.42
431,144,20,1,680.37,680.37
432,145,30,2,122.82,245.64
433,146,15,2,354.85,709.7
434,146,9,3,515.57,1546.71
435,146,23,1,799.78,799.78
436,146,26,2,596.28,1192.56
437,146,27,2,213.73,427.46
438,147,29,2,195.09,390.18
439,147,30,2,122.82,245.64
440,147,22,2,564.25,1128.5
441,147,43,2,63.08,126.16
442,148,47,3,493.81,1481.43
443,148,14,1,124.91,124.91
444,149,46,1,415.04,415.04
445,149,37,1,191.21,191.21
446,150,24,2,644.07,1288.14
447,150,36,2,320.05,640.1
448,150,24,3,644.07,1932.21
449,150,20,1,680.37,680.37
450,150,26,1,596.28,596.28
451,151,7,3,967.14,2901.42
452,151,42,2,195.23,390.46
453,151,20,3,680.37,2041.1100000000001
454,151,27,1,213.73,213.73
455,152,14,2,124.91,249.82
456,152,36,1,320.05,320.05
457,153,34,2,180.8,361.6
458,153,12,2,693.53,1387.06
459,153,2,3,548.21,1644.63
460,153,14,2,124.91,249.82
461,154,43,1,63.08,63.08
462,154,18,3,76.5,229.5
463,154,44,3,489.76,1469.28
464,154,50,1,782.93,782.93
465,154,42,2,195.23,390.46
466,155,13,1,487.94,487.94
467,155,27,2,213.73,427.46
468,155,30,1,122.82,122.82
469,155,48,1,797.92,797.92
470,155,49,2,282.1,564.2
471,156,40,3,696.5,2089.5
472,156,34,3,180.8,542.4000000000001
473,156,41,1,559.36,559.36
474,157,5,1,661.03,661.03
475,158,1,1,511.55,511.55
476,159,6,2,53.85,107.7
477,159,23,1,799.78,799.78
478,159,48,1,797.92,797.92
479,160,20,1,680.37,680.37
480,160,24,3,644.07,1932.21
481,161,38,2,394.58,789.16
482,161,31,2,532.44,1064.88
483,161,46,1,415.04,415.04
484,162,20,1,680.37,680.37
485,162,36,1,320.05,320.05
486,162,10,1,690.79,690.79
487,163,8,3,114.89,344.67
488,163,40,2,696.5,1393.0
489,163,11,3,397.22,1191.66
490,163,36,3,320.05,960.1500000000001
491,164,45,2,964.19,1928.38
492,164,45,1,964.19,964.19
493,164,8,3,114.89,344.67
494,164,10,2,690.79,1381.58
495,165,49,1,282.1,282.1
496,166,25,2,740.01,1480.02
497,166,25,2,740.01,1480.02
498,167,50,1,782.93,782.93
499,167,38,3,394.58,1183.74
500,168,29,3,195.09,585.27
501,168,37,1,191.21,191.21
502,168,29,1,195.09,195.09
503,169,43,3,63.08,189.24
504,169,23,2,799.78,1599.56
505,169,6,2,53.85,107.7
506,169,5,1,661.03,661.03
507,170,40,2,696.5,1393.0
508,170,44,2,489.76,979.52
509,171,8,3,114.89,344.67
510,171,13,3,487.94,1463.82
511,172,19,3,32.36,97.08
512,172,6,2,53.85,107.7
513,172,39,2,389.87,779.74
514,173,40,3,696.5,2089.5
515,174,11,2,397.22,794.44
516,174,17,1,443.78,443.78
517,174,33,2,354.45,708.9
518,174,34,1,180.8,180.8
519,175,21,1,520.83,520.83
520,175,4,3,641.8,1925.3999999999999
521,175,16,3,525.9,1577.6999999999998
522,175,20,2,680.37,1360.74
523,176,28,2,581.57,1163.14
524,176,3,2,704.62,1409.24
525,176,48,3,797.92,2393.7599999999998
526,176,30,3,122.82,368.46
527,177,22,3,564.25,1692.75
528,178,9,3,515.57,1546.71
529,179,48,3,797.92,2393.7599999999998
530,180,20,2,680.37,1360.74
531,181,31,2,532.44,1064.88
532,181,25,1,740.01,740.01
533,182,45,2,964.19,1928.38
534,182,22,2,564.25,1128.5
535,182,33,2,354.45,708.9
536,183,46,2,415.04,830.08
537,183,9,2,515.57,1031.14
538,183,47,2,493.81,987.62
539,183,36,1,320.05,320.05
540,184,19,2,32.36,64.72
541,184,6,2,53.85,107.7
542,184,43,1,63.08,63.08
543,184,43,2,63.08,126.16
544,185,8,1,114.89,114.89
545,185,9,1,515.57,515.57
546,185,16,1,525.9,525.9
547,185,12,2,693.53,1387.06
548,185,5,1,661.03,661.03
549,186,16,1,525.9,525.9
550,186,5,1,661.03,661.03
551,186,47,1,493.81,493.81
552,186,48,2,797.92,1595.84
553,186,40,1,696.5,696.5
554,187,38,3,394.58,1183.74
555,187,30,3,122.82,368.46
556,188,43,1,63.08,63.08
557,188,40,1,696.5,696.5
558,188,4,3,641.8,1925.3999999999999
559,189,13,3,487.94,1463.82
560,189,6,1,53.85,53.85
561,190,46,1,415.04,415.04
562,191,28,3,581.57,1744.71
563,192,14,1,124.91,124.91
564,192,46,1,415.04,415.04
565,193,21,3,520.83,1562.4900000000002
566,193,34,1,180.8,180.8
567,193,31,1,532.44,532.44
568,193,46,2,415.04,830.08
569,194,46,1,415.04,415.04
570,194,31,2,532.44,1064.88
571,194,47,3,493.81,1481.43
572,194,38,1,394.58,394.58
573,194,29,1,195.09,195.09
574,195,1,1,511.55,511.55
575,195,12,1,693.53,693.53
576,195,17,1,443.78,443.78
577,195,35,3,919.5,2758.5
578,195,13,3,487.94,1463.82
579,196,45,1,964.19,964.19
580,197,12,2,693.53,1387.06
581,197,49,1,282.1,282.1
582,198,26,3,596.28,1788.84
583,198,38,2,394.58,789.16
584,199,27,3,213.73,641.1899999999999
585,199,41,2,559.36,1118.72
586,199,14,2,124.91,249.82
587,199,17,2,443.78,887.56
588,199,48,1,797.92,797.92
589,200,1,3,511.55,1534.65
590,200,44,2,489.76,979.52
591,200,19,1,32.36,32.36
592,200,5,1,661.03,661.03
593,200,5,2,661.03,1322.06
594,201,47,1,493.81,493.81
595,201,40,2,696.5,1393.0
596,201,6,3,53.85,161.55
597,202,1,3,511.55,1534.65
598,202,44,1,489.76,489.76
599,202,21,3,520.83,1562.4900000000002
600,202,50,2,782.93,1565.86
601,203,44,1,489.76,489.76
602,203,37,2,191.21,382.42
603,203,47,2,493.81,987.62
604,203,29,2,195.09,390.18
605,203,48,2,797.92,1595.84
606,204,32,2,394.75,789.5
607,204,49,2,282.1,564.2
608,204,21,3,520.83,1562.4900000000002
609,205,15,3,354.85,1064.5500000000002
610,205,11,1,397.22,397.22
611,206,27,2,213.73,427.46
612,206,30,2,122.82,245.64
613,206,26,2,596.28,1192.56
614,207,29,1,195.09,195.09
615,207,10,3,690.79,2072.37
616,207,49,2,282.1,564.2
617,207,27,1,213.73,213.73
618,208,21,2,520.83,1041.66
619,208,41,1,559.36,559.36
620,209,24,1,644.07,644.07
621,209,28,3,581.57,1744.71
622,209,12,1,693.53,693.53
623,209,38,1,394.58,394.58
624,210,7,1,967.14,967.14
625,210,26,2,596.28,1192.56
626,211,18,2,76.5,153.0
627,211,13,1,487.94,487.94
628,212,26,1,596.28,596.28
629,212,20,3,680.37,2041.1100000000001
630,212,18,1,76.5,76.5
631,212,13,2,487.94,975.88
632,213,47,2,493.81,987.62
633,213,28,2,581.57,1163.14
634,213,11,2,397.22,794.44
635,213,43,1,63.08,63.08
636,213,23,1,799.78,799.78
637,214,21,3,520.83,1562.4900000000002
638,215,39,2,389.87,779.74
639,215,10,1,690.79,690.79
640,215,34,2,180.8,361.6
641,215,14,2,124.91,249.82
642,216,1,2,511.55,1023.1
643,216,41,1,559.36,559.36
644,216,22,3,564.25,1692.75
645,216,20,3,680.37,2041.1100000000001
646,217,28,3,581.57,1744.71
647,217,8,3,114.89,344.67
648,217,9,3,515.57,1546.71
649,217,19,2,32.36,64.72
650,217,47,2,493.81,987.62
651,218,24,3,644.07,1932.21
652,218,31,1,532.44,532.44
653,219,29,2,195.09,390.18
654,220,16,1,525.9,525.9
655,220,21,3,520.83,1562.4900000000002
656,220,15,2,354.85,709.7
657,220,41,2,559.36,1118.72
658,221,36,2,320.05,640.1
659,221,37,2,191.21,382.42
660,221,45,1,964.19,964.19
661,222,21,3,520.83,1562.4900000000002
662,222,37,1,191.21,191.21
663,223,40,1,696.5,696.5
664,223,16,2,525.9,1051.8
665,223,37,2,191.21,382.42
666,223,2,2,548.21,1096.42
667,223,33,1,354.45,354.45
668,224,49,1,282.1,282.1
669,224,40,2,696.5,1393.0
670,224,6,3,53.85,161.55
671,224,32,2,394.75,789.5
672,225,47,2,493.81,987.62
673,225,5,2,661.03,1322.06
674,225,25,1,740.01,740.01
675,225,50,2,782.93,1565.86
676,225,46,1,415.04,415.04
677,226,50,1,782.93,782.93
678,226,31,1,532.44,532.44
679,226,15,3,354.85,1064.5500000000002
680,227,21,2,520.83,1041.66
681,228,31,3,532.44,1597.3200000000002
682,228,10,2,690.79,1381.58
683,228,21,2,520.83,1041.66
684,228,21,3,520.83,1562.4900000000002
685,228,35,1,919.5,919.5
686,229,39,3,389.87,1169.6100000000001
687,229,8,2,114.89,229.78
688,230,48,1,797.92,797.92
689,231,33,2,354.45,708.9
690,231,16,2,525.9,1051.8
691,231,28,3,581.57,1744.71
692,231,1,2,511.55,1023.1
693,231,17,1,443.78,443.78
694,232,19,1,32.36,32.36
695,232,2,3,548.21,1644.63
696,233,6,2,53.85,107.7
697,233,30,1,122.82,122.82
698,233,29,3,195.09,585.27
699,233,25,3,740.01,2220.0299999999997
700,234,39,2,389.87,779.74
701,234,49,2,282.1,564.2
702,235,18,2,76.5,153.0
703,236,13,3,487.94,1463.82
704,236,39,2,389.87,779.74
705,236,19,1,32.36,32.36
706,237,9,2,515.57,1031.14
707,237,2,1,548.21,548.21
708,237,4,2,641.8,1283.6
709,237,36,2,320.05,640.1
710,237,24,1,644.07,644.07
711,238,47,2,493.81,987.62
712,238,36,1,320.05,320.05
713,238,41,2,559.36,1118.72
714,239,26,1,596.28,596.28
715,239,21,3,520.83,1562.4900000000002
716,239,49,1,282.1,282.1
717,240,21,3,520.83,1562.4900000000002
718,240,49,3,282.1,846.3000000000001
719,240,3,3,704.62,2113.86
720,241,47,3,493.81,1481.43
721,242,32,1,394.75,394.75
722,242,5,1,661.03,661.03
723,243,7,3,967.14,2901.42
724,243,11,3,397.22,1191.66
725,244,6,2,53.85,107.7
726,244,23,2,799.78,1599.56
727,245,27,2,213.73,427.46
728,246,32,2,394.75,789.5
729,247,4,3,641.8,1925.3999999999999
730,247,27,3,213.73,641.1899999999999
731,247,26,3,596.28,1788.84
732,247,10,3,690.79,2072.37
733,247,6,1,53.85,53.85
734,248,11,1,397.22,397.22
735,248,49,2,282.1,564.2
736,248,15,1,354.85,354.85
737,248,4,3,641.8,1925.3999999999999
738,249,2,1,548.21,548.21
739,249,42,3,195.23,585.6899999999999
740,249,15,2,354.85,709.7
741,249,3,1,704.62,704.62
742,249,15,1,354.85,354.85
743,250,9,3,515.57,1546.71
744,250,21,2,520.83,1041.66
745,251,49,3,282.1,846.3000000000001
746,251,43,2,63.08,126.16
747,251,2,3,548.21,1644.63
748,251,49,2,282.1,564.2
749,252,2,3,548.21,1644.63
750,252,46,3,415.04,1245.1200000000001
751,252,27,3,213.73,641.1899999999999
752,252,5,1,661.03,661.03
753,253,38,1,394.58,394.58
754,253,14,1,124.91,124.91
755,254,32,1,394.75,394.75
756,254,23,3,799.78,2399.34
757,254,6,3,53.85,161.55
758,254,24,3,644.07,1932.21
759,254,11,2,397.22,794.44
760,255,10,3,690.79,2072.37
761,255,1,3,511.55,1534.65
762,256,19,2,32.36,64.72
763,256,36,2,320.05,640.1
764,256,33,2,354.45,708.9
765,256,11,1,397.22,397.22
766,256,49,3,282.1,846.3000000000001
767,257,22,1,564.25,564.25
768,257,21,2,520.83,1041.66
769,257,26,1,596.28,596.28
770,258,29,1,195.09,195.09
771,258,29,3,195.09,585.27
772,258,42,3,195.23,585.6899999999999
773,259,50,2,782.93,1565.86
774,259,14,1,124.91,124.91
775,259,8,1,114.89,114.89
776,259,25,1,740.01,740.01
777,259,48,1,797.92,797.92
778,260,49,3,282.1,846.3000000000001
779,260,48,3,797.92,2393.7599999999998
780,261,45,3,964.19,2892.57
781,261,14,3,124.91,374.73
782,261,20,2,680.37,1360.74
783,262,4,3,641.8,1925.3999999999999
784,262,41,1,559.36,559.36
785,262,37,2,191.21,382.42
786,262,14,3,124.91,374.73
787,263,20,1,680.37,680.37
788,264,12,2,693.53,1387.06
789,264,14,2,124.91,249.82
790,265,47,2,493.81,987.62
791,265,30,2,122.82,245.64
792,265,39,1,389.87,389.87
793,265,32,2,394.75,789.5
794,266,39,2,389.87,779.74
795,266,43,1,63.08,63.08
796,266,5,3,661.03,1983.09
797,266,7,1,967.14,967.14
798,266,2,3,548.21,1644.63
799,267,1,2,511.55,1023.1
800,268,20,2,680.37,1360.74
801,269,47,3,493.81,1481.43
802,269,11,1,397.22,397.22
803,269,4,2,641.8,1283.6
804,269,14,3,124.91,374.73
805,270,28,3,581.57,1744.71
806,270,24,1,644.07,644.07
807,271,27,3,213.73,641.1899999999999
808,271,2,2,548.21,1096.42
809,271,50,1,782.93,782.93
810,272,20,1,680.37,680.37
811,273,30,1,122.82,122.82
812,273,8,3,114.89,344.67
813,273,48,3,797.92,2393.7599999999998
814,274,31,1,532.44,532.44
815,275,8,1,114.89,114.89
816,276,30,3,122.82,368.46
817,276,45,3,964.19,2892.57
818,277,18,1,76.5,76.5
819,277,45,3,964.19,2892.57
820,277,31,1,532.44,532.44
821,278,14,1,124.91,124.91
822,278,26,3,596.28,1788.84
823,279,2,1,548.21,548.21
824,279,32,2,394.75,789.5
825,279,30,2,122.82,245.64
826,279,12,1,693.53,693.53
827,280,3,3,704.62,2113.86
828,280,5,2,661.03,1322.06
829,280,46,2,415.04,830.08
830,280,47,2,493.81,987.62
831,280,13,2,487.94,975.88
