order_id,customer_id,order_date,status,total_amount
62,456,2025-06-10,completed,2563.01
63,713,2025-09-04,pending,1755.2700000000002
64,881,2025-08-21,pending,7306.75
65,136,2025-06-09,pending,6162.030000000001
66,235,2025-08-27,pending,3140.19
67,749,2025-08-25,completed,4086.94
68,321,2025-08-23,pending,2540.51
69,141,2025-07-29,pending,949.8499999999999
70,657,2025-08-19,cancelled,3862.64
71,71,2025-08-18,cancelled,4185.53
72,9,2025-06-25,cancelled,5782.52
73,169,2025-06-14,pending,4502.93
74,740,2025-07-23,completed,3845.82
75,767,2025-06-17,completed,3224.9199999999996
76,631,2025-07-15,cancelled,4693.749999999999
77,881,2025-07-11,completed,2828.88
78,919,2025-08-25,completed,564.25
79,771,2025-08-19,completed,1788.84
80,748,2025-06-22,pending,4080.51
81,987,2025-07-23,pending,2517.42
82,811,2025-07-27,completed,1387.06
83,284,2025-08-05,cancelled,4575.14
84,255,2025-08-26,cancelled,361.6
85,615,2025-06-21,cancelled,389.87
86,292,2025-06-20,cancelled,4170.59
87,869,2025-09-02,cancelled,2591.6000000000004
88,211,2025-07-29,cancelled,3383.5299999999997
89,522,2025-06-20,completed,3048.14
90,303,2025-07-17,cancelled,4922.87
91,803,2025-08-30,completed,394.75
92,396,2025-07-04,completed,5214.799999999999
93,512,2025-08-06,cancelled,4055.6799999999994
94,73,2025-06-21,cancelled,2319.14
95,370,2025-09-04,pending,180.8
96,397,2025-08-20,cancelled,3874.53
97,375,2025-07-14,cancelled,2137.3900000000003
98,177,2025-06-10,pending,1260.22
99,18,2025-08-27,cancelled,3092.0
100,15,2025-08-28,pending,6668.389999999999
101,41,2025-08-09,completed,180.8
102,519,2025-07-17,pending,1291.44
103,730,2025-06-17,cancelled,4310.98
104,434,2025-07-14,cancelled,5268.66
105,85,2025-07-16,cancelled,5224.719999999999
106,551,2025-06-29,cancelled,2813.17
107,285,2025-08-17,completed,968.38
108,81,2025-07-28,cancelled,3825.81
109,998,2025-08-10,completed,2693.04
110,335,2025-06-29,pending,3650.0699999999997
111,650,2025-06-22,cancelled,3437.0600000000004
112,659,2025-06-10,completed,738.6899999999999
113,716,2025-07-28,pending,427.46
114,60,2025-08-06,completed,4508.35
115,947,2025-08-25,pending,6190.620000000001
116,465,2025-08-22,cancelled,559.36
117,57,2025-06-20,pending,794.44
118,760,2025-06-12,cancelled,2080.59
119,123,2025-08-14,completed,3768.12
120,719,2025-08-19,completed,1511.3600000000001
121,509,2025-08-16,pending,1796.78
122,530,2025-07-01,cancelled,2750.1000000000004
123,171,2025-08-03,pending,1051.8
124,768,2025-08-20,pending,3643.5
125,790,2025-08-21,completed,1770.55
126,827,2025-07-25,pending,191.21
127,537,2025-08-02,completed,2515.56
128,730,2025-08-03,cancelled,3584.51
129,79,2025-06-17,pending,354.85
130,524,2025-07-09,pending,2680.37
131,512,2025-08-29,cancelled,195.09
132,377,2025-08-15,completed,1266.69
133,792,2025-08-04,completed,2593.2
134,691,2025-06-24,cancelled,489.76
135,234,2025-08-22,cancelled,3668.46
136,3,2025-07-02,completed,3960.89
137,251,2025-09-04,completed,5281.93
138,373,2025-07-07,pending,573.63
139,184,2025-08-17,completed,1644.63
140,823,2025-06-27,cancelled,5002.950000000001
141,430,2025-06-14,completed,2372.52
142,255,2025-07-26,pending,2019.6200000000001
143,278,2025-07-27,completed,945.74
144,382,2025-06-24,completed,4152.78
145,690,2025-07-03,completed,245.64
146,229,2025-08-14,cancelled,4676.21
147,977,2025-08-31,pending,1890.48
148,899,2025-08-28,pending,1606.3400000000001
149,793,2025-07-31,pending,606.25
150,89,2025-07-26,cancelled,5137.1
151,9,2025-07-09,pending,5546.719999999999
152,299,2025-08-11,cancelled,569.87
153,758,2025-07-29,cancelled,3643.11
154,476,2025-08-05,pending,2935.25
155,996,2025-06-22,pending,2400.34
156,751,2025-08-11,cancelled,3191.26
157,155,2025-08-05,completed,661.03
158,25,2025-07-15,completed,511.55
159,355,2025-06-28,cancelled,1705.4
160,899,2025-06-09,completed,2612.58
161,2,2025-07-25,cancelled,2269.08
162,870,2025-07-19,cancelled,1691.21
163,107,2025-07-28,completed,3889.48
164,244,2025-06-30,pending,4618.82
165,985,2025-07-05,completed,282.1
166,729,2025-08-18,pending,2960.04
167,45,2025-08-25,completed,1966.67
168,423,2025-07-01,cancelled,971.57
169,470,2025-07-20,cancelled,2557.5299999999997
170,595,2025-08-26,completed,2372.52
171,137,2025-07-03,cancelled,1808.49
172,77,2025-07-17,cancelled,984.52
173,64,2025-06-25,pending,2089.5
174,988,2025-06-13,completed,2127.92
175,299,2025-08-06,pending,5384.67
176,949,2025-07-27,pending,5334.599999999999
177,852,2025-06-08,cancelled,1692.75
178,326,2025-07-26,pending,1546.71
179,240,2025-08-02,completed,2393.7599999999998
180,140,2025-08-11,cancelled,1360.74
181,160,2025-08-23,completed,1804.89
182,461,2025-08-15,pending,3765.78
183,417,2025-07-27,completed,3168.8900000000003
184,367,2025-06-29,completed,361.65999999999997
185,316,2025-07-10,pending,3204.45
186,873,2025-08-03,completed,3973.08
187,162,2025-08-25,cancelled,1552.2
188,847,2025-07-29,cancelled,2684.98
189,618,2025-06-08,completed,1517.6699999999998
190,856,2025-08-09,pending,415.04
191,94,2025-08-18,cancelled,1744.71
192,992,2025-08-05,pending,539.95
193,526,2025-07-17,completed,3105.8100000000004
194,307,2025-06-11,pending,3551.0200000000004
195,32,2025-08-14,pending,5871.179999999999
196,570,2025-07-10,cancelled,964.19
197,256,2025-06-27,completed,1669.1599999999999
198,105,2025-07-08,completed,2578.0
199,13,2025-08-21,completed,3695.21
200,134,2025-08-08,completed,4529.620000000001
201,382,2025-07-16,cancelled,2048.36
202,961,2025-06-17,cancelled,5152.76
203,597,2025-08-26,cancelled,3845.8199999999997
204,940,2025-08-03,completed,2916.1900000000005
205,67,2025-09-03,completed,1461.7700000000002
206,455,2025-06-15,completed,1865.6599999999999
207,927,2025-08-25,pending,3045.39
208,44,2025-08-21,pending,1601.02
209,173,2025-08-30,cancelled,3476.8900000000003
210,842,2025-07-12,cancelled,2159.7
211,509,2025-07-17,completed,640.94
212,700,2025-07-19,pending,3689.7700000000004
213,363,2025-08-14,completed,3808.0600000000004
214,282,2025-08-13,pending,1562.4900000000002
215,905,2025-07-10,completed,2081.9500000000003
216,629,2025-09-01,cancelled,5316.32
217,252,2025-06-19,cancelled,4688.43
218,511,2025-07-30,pending,2464.65
219,491,2025-06-27,completed,390.18
220,287,2025-08-25,pending,3916.8100000000004
221,430,2025-08-19,completed,1986.71
222,906,2025-06-15,cancelled,1753.7000000000003
223,646,2025-08-05,cancelled,3581.5899999999997
224,392,2025-09-03,cancelled,2626.1499999999996
225,492,2025-07-22,cancelled,5030.589999999999
226,353,2025-07-05,cancelled,2379.92
227,330,2025-07-03,pending,1041.66
228,185,2025-08-02,completed,6502.550000000001
229,612,2025-07-27,completed,1399.39
230,918,2025-09-02,pending,797.92
231,829,2025-08-29,pending,4972.29
232,367,2025-06-30,cancelled,1676.99
233,998,2025-08-07,completed,3035.8199999999997
234,254,2025-08-24,cancelled,1343.94
235,273,2025-08-06,cancelled,153.0
236,783,2025-08-29,completed,2275.92
237,867,2025-06-24,pending,4147.12
238,958,2025-07-22,completed,2426.3900000000003
239,243,2025-08-14,cancelled,2440.8700000000003
240,826,2025-07-27,cancelled,4522.650000000001
241,368,2025-06-08,cancelled,1481.43
242,721,2025-09-02,cancelled,1055.78
243,971,2025-07-22,cancelled,4093.08
244,146,2025-06-25,cancelled,1707.26
245,857,2025-08-12,pending,427.46
246,317,2025-06-28,completed,789.5
247,39,2025-07-05,completed,6481.65
248,239,2025-08-29,cancelled,3241.67
249,21,2025-08-08,cancelled,2903.07
250,1,2025-07-06,pending,2588.37
251,207,2025-06-19,completed,3181.29
252,735,2025-07-24,completed,4191.97
253,61,2025-07-26,completed,519.49
254,601,2025-08-18,cancelled,5682.290000000001
255,793,2025-08-18,completed,3607.02
256,882,2025-06-30,pending,2657.2400000000002
257,383,2025-08-27,cancelled,2202.19
258,406,2025-06-13,cancelled,1366.05
259,345,2025-08-24,pending,3343.59
260,140,2025-07-26,completed,3240.06
261,811,2025-07-12,cancelled,4628.04
262,665,2025-07-05,pending,3241.91
263,725,2025-08-14,cancelled,680.37
264,911,2025-06-09,cancelled,1636.8799999999999
265,229,2025-07-22,cancelled,2412.63
266,835,2025-06-22,completed,5437.68
267,315,2025-07-19,cancelled,1023.1
268,302,2025-06-09,completed,1360.74
269,747,2025-08-14,completed,3536.98
270,972,2025-06-08,cancelled,2388.78
271,872,2025-07-17,cancelled,2520.54
272,187,2025-09-01,cancelled,680.37
273,944,2025-07-27,cancelled,2861.25
274,655,2025-08-08,cancelled,532.44
275,960,2025-08-23,pending,114.89
276,340,2025-08-18,cancelled,3261.03
277,244,2025-08-27,pending,3501.51
278,172,2025-07-27,cancelled,1913.75
279,842,2025-08-25,cancelled,2276.88
280,655,2025-06-12,cancelled,6229.5
281,458,2025-07-25,completed,126.16
282,215,2025-08-03,completed,1772.7899999999997
283,70,2025-06-09,pending,382.42
284,806,2025-08-04,completed,4017.1200000000003
285,50,2025-09-05,pending,3097.35
286,751,2025-07-11,pending,3963.4200000000005
287,906,2025-08-15,pending,2291.03
288,903,2025-07-04,pending,4202.429999999999
289,560,2025-07-23,pending,5219.25
290,849,2025-08-24,pending,3547.62
291,667,2025-06-24,cancelled,3538.24
292,167,2025-08-08,pending,565.94
293,819,2025-08-27,completed,1552.6699999999998
294,21,2025-07-30,pending,5069.54
295,975,2025-08-03,completed,2399.9
296,351,2025-08-27,completed,4387.18
297,165,2025-07-19,cancelled,1800.8999999999999
298,561,2025-08-27,completed,769.49
299,609,2025-07-24,cancelled,4351.34
300,722,2025-07-06,completed,1752.78
301,966,2025-07-12,cancelled,1322.06
302,622,2025-08-15,pending,6117.970000000001
303,55,2025-08-16,completed,3133.3100000000004
304,211,2025-07-25,completed,5250.58
305,714,2025-07-15,cancelled,3196.0
306,272,2025-06-28,cancelled,6505.47
307,305,2025-07-31,completed,3675.7200000000003
308,51,2025-08-24,pending,1577.6999999999998
309,563,2025-06-24,pending,245.64
310,56,2025-08-17,pending,3151.8
311,438,2025-09-05,completed,5393.780000000001
312,844,2025-07-30,cancelled,4798.3099999999995
313,615,2025-06-17,pending,7376.469999999999
314,100,2025-08-11,completed,3608.3999999999996
315,175,2025-08-10,cancelled,2406.09
316,84,2025-07-30,pending,2220.0299999999997
317,316,2025-08-22,pending,2975.1
318,501,2025-07-07,cancelled,2178.98
319,94,2025-08-03,cancelled,2161.9300000000003
320,397,2025-06-28,completed,2584.97
321,907,2025-07-20,pending,4904.91
322,192,2025-07-20,pending,4144.799999999999
323,270,2025-08-31,pending,4334.12
324,270,2025-07-08,completed,1331.34
325,578,2025-08-02,completed,1934.9
326,771,2025-08-17,cancelled,397.22
327,100,2025-06-12,completed,6065.48
328,353,2025-06-12,cancelled,63.08
329,995,2025-07-15,cancelled,3816.92
330,567,2025-08-07,completed,4002.4500000000003
331,839,2025-07-18,cancelled,3237.9800000000005
332,989,2025-07-14,cancelled,1996.26
333,888,2025-06-10,pending,3537.0000000000005
334,903,2025-06-24,completed,2957.98
335,307,2025-07-07,completed,191.21
336,925,2025-07-17,cancelled,2237.44
337,515,2025-09-01,cancelled,2171.16
338,820,2025-07-01,cancelled,1041.66
339,636,2025-06-11,completed,1463.82
340,973,2025-08-21,pending,2380.35
341,972,2025-08-14,completed,3974.21
342,828,2025-08-09,completed,5580.57
343,44,2025-08-20,pending,415.04
344,700,2025-08-26,pending,1288.14
345,843,2025-08-11,cancelled,3364.3100000000004
346,855,2025-08-18,cancelled,3233.1200000000003
347,328,2025-08-03,cancelled,6787.550000000001
348,90,2025-08-28,pending,1928.38
349,407,2025-06-26,cancelled,6170.0599999999995
350,878,2025-07-26,pending,2032.3100000000002
351,470,2025-07-01,completed,3233.95
352,639,2025-06-08,cancelled,2301.2
353,801,2025-07-01,pending,3232.13
354,425,2025-08-22,completed,2135.0400000000004
355,581,2025-08-18,cancelled,2447.1800000000003
356,777,2025-06-23,completed,3921.8900000000003
357,577,2025-08-23,completed,4433.08
358,889,2025-07-31,cancelled,3679.3700000000003
359,899,2025-07-23,pending,2434.7
360,393,2025-08-03,cancelled,2792.1899999999996
361,586,2025-07-05,cancelled,2429.3200000000006
362,39,2025-07-07,completed,704.62
363,413,2025-08-01,completed,5255.99
364,624,2025-06-18,cancelled,1185.73
365,412,2025-06-09,completed,3812.4
366,911,2025-07-17,pending,2810.63
367,244,2025-06-09,completed,2783.7200000000003
368,943,2025-07-07,pending,4068.2999999999997
369,21,2025-07-20,pending,1978.08
370,319,2025-07-29,pending,2719.54
371,879,2025-07-05,cancelled,1608.33
372,101,2025-06-10,completed,4828.5599999999995
373,308,2025-08-19,cancelled,1525.83
374,793,2025-07-11,pending,3639.79
375,747,2025-08-02,pending,7937.860000000001
376,662,2025-06-20,completed,3936.83
377,453,2025-08-12,completed,3134.07
378,759,2025-07-15,pending,4606.0
379,889,2025-07-01,pending,2517.13
380,528,2025-08-29,completed,2993.1000000000004
381,319,2025-08-28,cancelled,3217.07
382,414,2025-07-03,completed,2053.31
383,901,2025-06-30,cancelled,558.77
384,178,2025-09-02,completed,6606.860000000001
385,858,2025-08-11,completed,1856.67
386,34,2025-08-05,pending,1912.52
387,941,2025-08-30,pending,3720.32
388,281,2025-08-11,pending,1830.64
389,518,2025-07-08,pending,76.5
390,946,2025-06-16,completed,4129.59
391,32,2025-06-10,completed,520.83
392,501,2025-07-20,cancelled,2701.3999999999996
393,182,2025-07-10,pending,929.6600000000001
394,565,2025-06-22,pending,3509.91
395,168,2025-07-23,pending,660.6800000000001
396,93,2025-06-09,pending,1581.5300000000002
397,396,2025-09-02,completed,740.01
398,875,2025-08-16,cancelled,64.72
399,878,2025-08-09,completed,4057.82
400,231,2025-06-15,cancelled,5494.610000000001
401,276,2025-08-10,cancelled,1224.47
402,526,2025-07-15,completed,3271.23
403,10,2025-06-10,pending,779.74
404,663,2025-08-20,completed,3653.69
405,821,2025-06-21,completed,2026.81
406,259,2025-08-08,cancelled,4617.089999999999
407,730,2025-07-28,cancelled,709.7
408,282,2025-06-15,pending,1403.6
409,873,2025-07-19,pending,336.54999999999995
410,259,2025-07-09,completed,4006.6499999999996
411,310,2025-07-08,cancelled,1919.6999999999998
412,845,2025-07-01,cancelled,779.74
413,599,2025-07-17,completed,2128.23
414,524,2025-09-05,cancelled,3002.58
415,575,2025-07-20,cancelled,2072.37
416,624,2025-06-21,pending,3553.88
417,701,2025-07-29,completed,3396.1099999999997
418,66,2025-07-06,pending,542.4000000000001
419,656,2025-08-01,pending,390.18
420,268,2025-08-01,cancelled,6790.380000000001
421,306,2025-06-14,completed,5740.29
422,530,2025-08-17,completed,1134.44
423,825,2025-08-29,cancelled,2428.6400000000003
424,677,2025-07-16,pending,1617.07
425,144,2025-06-10,cancelled,2127.13
426,672,2025-09-02,pending,908.77
427,266,2025-07-30,pending,1771.47
428,398,2025-07-16,cancelled,2921.42
429,598,2025-09-01,cancelled,5565.41
430,836,2025-06-24,completed,1615.16
431,744,2025-07-24,cancelled,3040.38
432,703,2025-08-08,cancelled,6601.64
433,804,2025-06-16,pending,5698.91
434,368,2025-06-12,cancelled,3419.3799999999997
435,866,2025-07-29,completed,1456.08
436,898,2025-06-13,cancelled,3857.74
437,301,2025-08-13,completed,3210.36
438,132,2025-07-07,cancelled,4216.639999999999
439,743,2025-08-03,cancelled,1343.99
440,970,2025-08-13,cancelled,4219.25
441,671,2025-07-25,completed,1531.02
442,364,2025-08-08,completed,1031.14
443,431,2025-07-28,pending,3586.8999999999996
444,267,2025-07-20,cancelled,704.62
445,475,2025-07-30,completed,2731.96
446,55,2025-07-07,cancelled,2027.32
447,595,2025-06-23,cancelled,5308.91
448,484,2025-08-27,completed,7354.52
449,123,2025-07-03,cancelled,2318.56
450,543,2025-07-19,pending,4316.95
451,56,2025-07-15,completed,3124.17
452,206,2025-08-19,pending,2630.02
453,584,2025-07-15,pending,690.79
454,324,2025-08-18,cancelled,3002.4800000000005
455,798,2025-08-13,completed,3631.24
456,341,2025-07-05,cancelled,3726.51
457,321,2025-08-14,cancelled,2810.2799999999997
458,5,2025-08-29,pending,4230.1
459,215,2025-08-01,completed,2448.2000000000003
460,783,2025-06-24,completed,1694.02
461,805,2025-07-05,completed,2357.4399999999996
462,630,2025-08-20,pending,3555.5
463,440,2025-06-16,pending,2787.33
464,989,2025-07-13,pending,1597.3200000000002
465,5,2025-07-18,completed,1817.66
466,205,2025-06-29,cancelled,5643.29
467,973,2025-07-20,completed,368.46
468,776,2025-07-26,cancelled,5093.78
469,19,2025-08-12,cancelled,1064.88
470,642,2025-09-05,cancelled,2664.07
471,232,2025-08-05,cancelled,2048.94
472,320,2025-07-23,completed,1524.2899999999997
473,393,2025-08-23,cancelled,3733.4
474,314,2025-06-22,completed,1063.35
475,844,2025-08-28,completed,3596.12
476,972,2025-07-29,pending,3398.6
477,746,2025-07-09,cancelled,1051.8
478,537,2025-06-21,pending,5379.66
479,910,2025-07-12,cancelled,1694.81
480,351,2025-08-19,pending,2176.3
481,769,2025-07-22,completed,1075.38
482,971,2025-08-15,pending,6867.960000000001
483,234,2025-09-03,completed,661.03
484,217,2025-08-20,cancelled,511.55
485,604,2025-09-03,cancelled,1565.86
486,127,2025-08-15,pending,794.03
487,812,2025-06-14,completed,3212.7700000000004
488,898,2025-07-19,cancelled,2958.58
489,790,2025-08-04,cancelled,1851.34
490,50,2025-06-18,cancelled,1106.65
491,678,2025-08-30,completed,4314.66
492,857,2025-06-14,completed,708.9
493,707,2025-08-30,completed,2486.7200000000003
494,455,2025-07-14,pending,7790.19
495,561,2025-08-21,pending,2998.52
496,719,2025-07-07,completed,195.09
497,712,2025-08-10,cancelled,382.42
498,10,2025-06-17,pending,126.16
499,678,2025-07-14,completed,1787.11
500,533,2025-06-13,pending,3443.82
501,621,2025-06-18,cancelled,394.58
502,429,2025-08-19,completed,3053.2700000000004
503,737,2025-07-02,cancelled,1118.72
504,290,2025-08-21,completed,3204.25
505,510,2025-08-23,completed,967.14
506,205,2025-06-20,pending,2731.4700000000003
507,997,2025-07-01,completed,3755.6600000000003
508,721,2025-07-22,pending,4014.78
509,165,2025-07-30,completed,1961.75
510,509,2025-06-27,completed,5054.91
511,956,2025-06-09,pending,585.79
512,241,2025-07-25,completed,3324.71
513,688,2025-09-04,completed,6181.540000000001
514,856,2025-08-22,cancelled,596.28
515,506,2025-06-12,completed,569.39
516,799,2025-08-25,cancelled,515.57
517,741,2025-08-27,cancelled,394.58
518,927,2025-08-24,pending,532.44
519,237,2025-06-15,pending,3835.16
520,271,2025-07-30,pending,504.92
521,103,2025-08-30,completed,4052.9900000000002
522,873,2025-08-31,pending,4304.61
523,821,2025-07-21,cancelled,2104.54
524,437,2025-07-27,cancelled,1161.38
525,98,2025-08-22,completed,2351.3199999999997
526,873,2025-09-04,completed,4411.47
527,663,2025-06-13,completed,2560.0299999999997
528,367,2025-07-25,pending,4789.58
529,275,2025-06-18,cancelled,1291.73
530,382,2025-08-25,pending,978.5100000000001
531,117,2025-08-13,pending,964.19
532,986,2025-07-16,pending,4356.32
533,856,2025-08-02,pending,1288.14
534,872,2025-06-09,pending,2978.5099999999998
535,665,2025-07-14,completed,1049.6
536,136,2025-08-22,cancelled,942.5
537,966,2025-08-29,completed,443.78
538,427,2025-08-23,cancelled,2722.06
539,822,2025-07-06,cancelled,246.08999999999997
540,449,2025-06-11,completed,2255.3900000000003
541,389,2025-06-19,pending,789.16
542,30,2025-06-19,cancelled,4214.63
543,495,2025-08-20,pending,1673.8200000000002
544,909,2025-08-22,pending,2428.9700000000003
545,48,2025-07-11,completed,5247.19
546,671,2025-08-03,pending,229.5
547,722,2025-09-04,cancelled,5652.340000000001
548,786,2025-06-30,cancelled,1806.4500000000003
549,742,2025-06-24,cancelled,3733.6
550,979,2025-08-08,cancelled,3419.0299999999997
551,532,2025-07-24,cancelled,4813.5
552,718,2025-06-09,cancelled,4601.73
553,444,2025-08-24,cancelled,1128.5
554,494,2025-08-05,pending,4260.5599999999995
555,693,2025-06-13,cancelled,964.19
556,153,2025-07-18,cancelled,191.21
557,56,2025-06-19,completed,463.54999999999995
558,957,2025-06-15,completed,5474.08
559,870,2025-07-03,pending,1189.4600000000003
560,891,2025-07-04,completed,2200.08
561,770,2025-08-27,pending,229.5
562,247,2025-07-26,pending,3326.72
563,52,2025-08-01,cancelled,6932.98
564,564,2025-08-08,cancelled,394.75
565,413,2025-07-19,completed,1502.8
566,471,2025-08-26,pending,1744.71
567,459,2025-06-24,completed,2956.9300000000003
568,458,2025-07-04,pending,1678.08
569,510,2025-08-21,cancelled,126.16
570,19,2025-06-14,completed,1758.0800000000002
571,423,2025-07-16,completed,493.81
572,563,2025-06-26,completed,1156.0500000000002
573,811,2025-08-25,cancelled,3521.6099999999997
574,653,2025-06-18,pending,2496.41
575,576,2025-07-02,completed,4309.83
576,688,2025-06-14,pending,4408.18
577,373,2025-07-24,completed,282.1
578,865,2025-08-08,pending,874.76
579,574,2025-07-25,cancelled,4349.2300000000005
580,485,2025-06-21,cancelled,6453.61
581,373,2025-06-13,cancelled,3458.91
582,117,2025-07-10,completed,1469.69
583,228,2025-06-13,completed,2737.43
584,364,2025-07-24,cancelled,3035.5599999999995
585,561,2025-07-30,cancelled,3755.9300000000007
586,719,2025-07-20,completed,4944.1900000000005
587,919,2025-08-31,completed,2866.2
588,144,2025-07-04,cancelled,5424.62
589,110,2025-07-15,pending,1929.6200000000001
590,201,2025-06-19,completed,4343.63
591,953,2025-08-21,pending,2174.9700000000003
592,469,2025-08-09,completed,2348.79
593,111,2025-07-24,pending,493.81
594,949,2025-08-31,cancelled,520.83
595,603,2025-06-11,completed,2526.21
596,469,2025-07-10,cancelled,1678.08
597,980,2025-06-22,cancelled,5620.98
598,987,2025-08-19,pending,1169.53
599,544,2025-09-05,cancelled,1743.2400000000002
600,567,2025-08-30,pending,1500.51
601,495,2025-06-23,cancelled,3102.3200000000006
602,709,2025-08-14,cancelled,389.87
603,749,2025-08-14,completed,126.16
604,397,2025-08-23,cancelled,2598.74
605,621,2025-06-21,pending,1932.21
606,903,2025-07-03,pending,4159.73
607,624,2025-07-14,cancelled,1459.19
608,281,2025-08-05,pending,1556.6
609,994,2025-07-24,pending,3583.4599999999996
610,825,2025-07-10,completed,6207.320000000001
611,423,2025-08-19,cancelled,737.53
612,908,2025-06-08,cancelled,1192.56
613,307,2025-07-02,cancelled,4919.59
614,882,2025-06-27,pending,1034.85
615,648,2025-06-27,completed,3331.88
616,215,2025-08-11,cancelled,2562.13
617,704,2025-07-30,pending,3951.87
618,136,2025-06-11,cancelled,1876.48
619,999,2025-06-14,completed,3413.6400000000003
620,556,2025-07-03,cancelled,3002.59
621,331,2025-06-16,cancelled,2477.36
622,780,2025-08-22,pending,2782.33
623,492,2025-06-26,cancelled,2214.8700000000003
624,966,2025-06-24,cancelled,63.08
625,691,2025-07-14,cancelled,2578.19
626,293,2025-06-29,pending,3709.59
627,536,2025-09-04,completed,646.81
628,391,2025-09-02,completed,7352.5199999999995
629,687,2025-08-30,completed,32.36
630,274,2025-08-11,completed,689.11
631,700,2025-07-31,pending,1150.76
632,860,2025-08-18,completed,1788.84
633,804,2025-06-09,pending,744.64
634,772,2025-08-10,cancelled,3494.93
635,368,2025-09-01,pending,2467.66
636,631,2025-08-23,cancelled,3523.1000000000004
637,886,2025-06-26,completed,161.55
638,575,2025-06-15,pending,4020.59
639,524,2025-08-06,cancelled,511.55
640,710,2025-07-31,cancelled,942.79
641,949,2025-08-30,pending,3457.24
642,427,2025-07-18,cancelled,6036.01
643,990,2025-07-27,cancelled,2912.1400000000003
644,14,2025-08-30,cancelled,2585.56
645,208,2025-08-04,cancelled,2682.91
646,850,2025-07-11,completed,344.67
647,722,2025-06-16,cancelled,5079.93
648,377,2025-06-15,cancelled,394.58
649,757,2025-06-28,cancelled,2526.09
650,795,2025-08-11,cancelled,1051.21
651,302,2025-08-12,pending,2233.31
652,700,2025-08-14,completed,4183.63
653,986,2025-08-13,completed,3177.0199999999995
654,123,2025-07-02,pending,3470.6
655,439,2025-08-31,pending,1286.19
656,271,2025-06-26,completed,180.8
657,599,2025-08-16,pending,2151.99
658,339,2025-09-05,pending,3882.59
659,41,2025-08-17,completed,1670.4899999999998
660,612,2025-07-26,completed,3734.0099999999998
661,631,2025-06-17,cancelled,5689.44
662,503,2025-07-29,cancelled,5376.130000000001
663,367,2025-06-27,completed,3152.4699999999993
664,539,2025-07-27,completed,5226.330000000001
665,534,2025-08-13,completed,2901.42
666,164,2025-07-03,pending,1939.33
667,550,2025-06-28,pending,5228.62
668,358,2025-08-25,completed,4217.2
669,680,2025-08-09,pending,6295.8
670,370,2025-07-25,pending,5435.09
671,974,2025-08-09,cancelled,6224.61
672,487,2025-06-30,cancelled,7838.67
673,10,2025-06-14,completed,3267.6299999999997
674,355,2025-06-12,pending,5591.360000000001
675,927,2025-08-06,cancelled,3831.21
676,941,2025-06-19,cancelled,4355.110000000001
677,982,2025-08-05,completed,2054.71
678,907,2025-06-10,pending,4049.47
679,938,2025-07-19,completed,4630.34
680,263,2025-07-18,cancelled,3333.4900000000002
